8;0
9;2,43111E-06
10;1,68741E-05
11;6,27099E-05
12;0,000123889
13;0,000216192
14;0,000472978
15;0,000813988
16;0,00158546
17;0,00250323
18;0,00329922
19;0,00421568
20;0,0051008
21;0,00607487
22;0,00736004
23;0,0087336
24;0,00989542
25;0,011028
26;0,0119765
27;0,0129309
28;0,0137311
29;0,0145522
30;0,015138
31;0,0157521
32;0,0161516
33;0,0165557
34;0,0168193
35;0,0170473
36;0,0171097
37;0,0171567
38;0,0171392
39;0,0171143
40;0,0169615
41;0,016818
42;0,0166455
43;0,0164815
44;0,0163534
45;0,0162054
46;0,0159615
47;0,0157163
48;0,0154465
49;0,0151701
50;0,0148686
51;0,0145637
52;0,0142884
53;0,0140086
54;0,0137567
55;0,0135002
56;0,0197552
57;0,0260311
58;0,0314083
59;0,0367794
60;0,0254431
61;0,0140603
62;0,0125274
63;0,0109847
64;0,0106466
65;0,0102876
66;0,0141914
67;0,0181041
68;0,0148963
69;0,0116331
70;0,00936268
71;0,00708048
72;0,00680817
73;0,00651929
74;0,00647633
75;0,00645188
76;0,00630541
77;0,00614039
78;0,00601365
79;0,00582234
80;0,00579836
81;0,00569944
82;0,00540053
83;0,00513513
84;0,00501584
85;0,00489785
86;0,00479281
87;0,00468705
88;0,00454654
89;0,00440564
90;0,0043474
91;0,00429149
92;0,00418611
93;0,00408896
94;0,00396342
95;0,00383737
96;0,00368202
97;0,00352506
98;0,00348458
99;0,00344352
100;0,00327985
101;0,0031183
102;0,0031082
103;0,00310632
104;0,00293639
105;0,002766
106;0,00264407
107;0,00252526
108;0,00243171
109;0,00233199
110;0,00223253
111;0,00214197
112;0,00211559
113;0,00209457
114;0,00197457
115;0,00184646
116;0,00178871
117;0,00172842
118;0,00166106
119;0,00158533
120;0,00145024
121;0,00129878
122;0,0012533
123;0,00118032
124;0,00115901
125;0,00113971
126;0,00101419
127;0,000888293
128;6,9285E-05
129;0,000802677
130;1,76175E-05
131;0,00062899
132;0,000283663
133;0,000250387
134;0,000213111
135;0,000175829
136;0,000145203
137;0,000114572
138;7,59426E-05
139;3,73078E-05
140;0
141;0
