8;0
9;2,80354E-06
10;1,10402E-05
11;3,64049E-05
12;0,000120402
13;0,000270895
14;0,00067671
15;0,00124624
16;0,00254795
17;0,00414596
18;0,00536824
19;0,00679755
20;0,00833901
21;0,0100571
22;0,0117383
23;0,0135466
24;0,0151211
25;0,0166269
26;0,0178554
27;0,0190821
28;0,0199481
29;0,0208364
30;0,0212946
31;0,0217555
32;0,0220546
33;0,022353
34;0,0223882
35;0,0223556
36;0,0222537
37;0,0221201
38;0,0219302
39;0,0217342
40;0,021412
41;0,0210916
42;0,0206707
43;0,0202666
44;0,0198322
45;0,01936
46;0,0190188
47;0,0186727
48;0,0181142
49;0,017545
50;0,0170376
51;0,0165285
52;0,0160435
53;0,0155485
54;0,0151478
55;0,0147415
56;0,0177409
57;0,0207576
58;0,023265
59;0,0257424
60;0,019449
61;0,013091
62;0,0120401
63;0,0109745
64;0,0106075
65;0,0101981
66;0,0119483
67;0,0137045
68;0,0115433
69;0,00928459
70;0,00810654
71;0,00690474
72;0,00656867
73;0,00620268
74;0,00597404
75;0,00578156
76;0,00550339
77;0,00519136
78;0,00496126
79;0,00460836
80;0,00444552
81;0,00413068
82;0,00386911
83;0,00367316
84;0,00340154
85;0,00313117
86;0,00294939
87;0,00276813
88;0,00251827
89;0,0022682
90;0,00206567
91;0,00186473
92;0,00159946
93;0,001373
94;0,0011741
95;0,000974483
96;0,000792039
97;0,00060286
98;0,000387899
99;0,000174484
100;4,02436E-05
101;0
