8;0
9;3,52959E-06
10;1,92455E-05
11;5,65844E-05
12;0,000207383
13;0,000504294
14;0,00128989
15;0,00243257
16;0,00465541
17;0,00740341
18;0,00964499
19;0,0123102
20;0,0148965
21;0,017809
22;0,0203564
23;0,0231091
24;0,0253712
25;0,0274729
26;0,0291491
27;0,0308013
28;0,0314183
29;0,0320492
30;0,0321436
31;0,0323418
32;0,0321439
33;0,0319346
34;0,0315174
35;0,0310036
36;0,0303837
37;0,0297269
38;0,028942
39;0,0281067
40;0,0272698
41;0,0264526
42;0,0251934
43;0,0239689
44;0,0232177
45;0,0224332
46;0,0213134
47;0,0201937
48;0,0193549
49;0,0184818
50;0,0175091
51;0,0164358
52;0,015485
53;0,0145139
54;0,0134692
55;0,0124367
56;0,0114
57;0,0104623
58;0,00965964
59;0,00881937
60;0,00807988
61;0,00712468
62;0,00631049
63;0,00546465
64;0,00469096
65;0,00381064
66;0,00294472
67;0,00211534
68;0,0016045
69;0,00057933
70;0
71;0
